trading_day,very_deep_otm_call_iv,deep_otm_call_iv,otm_call_iv,around_atm_call_iv,itm_call_iv,deep_itm_call_iv,very_deep_itm_call_iv,very_deep_otm_put_iv,deep_otm_put_iv,otm_put_iv,around_atm_put_iv,itm_put_iv,deep_itm_put_iv,very_deep_itm_put_iv
2021-07-21,0.37222892335766367,0.17541463414634145,0.1576142857142857,0.14738292682926823,0.1427588888888889,0.1873302158273381,0.27998099929627007,0.4306004975124377,0.159518954248366,0.15960536912751674,0.16237261904761904,0.17762790697674416,0.23978387909319898,0.4197729729729729
2021-10-19,0.26164962292609417,0.14137544642857147,0.1356939393939394,0.1362717557251908,0.13888857142857144,0.2559045283018867,0.6034288948069235,0.48753682983683055,0.16304358974358982,0.15075792682926833,0.14947985074626866,0.1523062111801241,0.17608275862068956,0.26748905597326683
2021-10-20,0.26425534188034183,0.1423478632478633,0.1379033898305085,0.13869935483870968,0.14198333333333335,0.17962486187845303,0.43338,0.49381515151515104,0.1662326315789474,0.15332692307692314,0.15214713375796185,0.1551651612903226,0.17762796352583607,0.33819935170178345
2021-12-21,0.29534656172328155,0.17467957446808507,0.15516802721088438,0.15389478260869563,0.15569302325581402,0.16799818181818185,0.22044470468431782,0.37815500526870494,0.16866545454545462,0.1561434782608695,0.15526186440677964,0.1611927601809955,0.1818619607843137,0.26495508474576296
2021-12-22,0.28841700854700814,0.16833218884120166,0.15012684563758388,0.14891678321678312,0.15152009345794393,0.16606363636363636,0.2453198113207548,0.35918937768240283,0.16618636363636358,0.15093333333333325,0.1507798611111111,0.15559768786127165,0.17217887931034487,0.25614092465753474
2022-04-19,0.4452637226970547,0.23049743589743593,0.226574358974359,,0.23362820512820512,0.23974183673469382,0.18846577909270207,0.43628806706114404,0.25874230769230777,0.24045897435897423,,0.238573076923077,0.2572632978723405,0.5556795499021538
2022-04-20,0.4543297440849808,0.22328260869565222,0.2158948717948718,0.219684,0.2222219999999999,0.2297451327433628,0.09424426078971535,0.559520563380282,0.24909304347826097,0.23558780487804876,0.23002533333333336,0.2310476190476191,0.25064999999999976,0.595783679525223
2022-07-19,0.5742121140142504,0.20418590604026834,0.19239625000000005,0.19129736842105263,0.19050750000000002,0.22910124999999995,0.40712366737739886,0.3947574786324784,0.21077179487179493,0.20005641025641033,0.20101842105263162,0.2093041379310345,0.24373101604278072,0.5464154803384765
2022-07-20,0.6103562945368158,0.20373469387755092,0.1931817073170731,0.19274487179487182,0.1933535714285714,0.2185692307692308,0.41892275574112736,0.4059072649572652,0.21391585365853655,0.2027054794520548,0.20292564102564103,0.20980984848484854,0.24211865284974105,0.5010518371400197
2022-09-20,0.4354352609308878,0.20726587301587307,0.2056491228070175,0.20950806451612902,0.21520000000000003,0.22213181818181818,0.19931025641025618,0.33623122171945735,0.23999918032786888,0.21705625,0.21876818181818178,0.21918881987577635,0.3194177777777779,0.6318313600000004
2022-09-21,0.4305716475095792,0.20716265560165986,0.20434000000000008,0.20541896551724143,0.21430877192982453,0.21851716417910447,0.28880122807017594,0.4376568592057769,0.23524201680672263,0.21659999999999996,0.21532537313432826,0.218417610062893,0.30275145118733526,0.5388741496598642
2022-12-20,0.46118612040133683,0.21536858974358963,0.2092824074074073,0.21158876404494376,,0.24176940639269406,0.3394443298969075,0.39626699889258266,0.23585502645502637,0.2126158620689656,0.21034269662921357,0.21019761904761897,0.253353716216216,0.8375568746214411
2022-12-21,0.5018269230769234,0.2245489361702128,0.21570827067669177,0.2180844444444445,0.22318461538461543,0.25278986784140967,0.3483718244803693,0.41862765237020266,0.2479601941747572,0.2205768656716417,0.2174922222222222,0.21869081632653045,0.28413992537313437,0.8442882496940018
2023-03-21,0.37392882154882134,0.232802614379085,0.2119111111111111,0.2092239583333332,0.20177183098591542,,0.0031452662721893495,0.43522869822485244,,0.22402397260273985,0.22818090909090905,0.24675416666666672,0.32844334975369466,0.6451336085879433
2023-03-22,0.3862479919678707,0.23689019607843143,0.2071769230769231,0.204939837398374,0.19917761194029845,0.19511249999999997,0.015896055226824458,0.46918826429980404,,0.2189449612403101,0.22278059701492536,0.2404648044692737,0.32745256410256396,0.642955555555555
2023-06-20,0.29392598290598143,0.14446282051282047,0.13592179487179493,0.13472307692307697,0.13171923076923078,0.12652125,0.02469850107066381,0.4485164313222108,0.15571508620689653,0.1523525641025641,0.15481410256410258,0.16815107913669072,0.30163841201716746,0.6398403361344551
2023-06-21,0.29405794701986826,0.14018437499999997,0.1322784810126583,0.13102857142857144,0.12746455696202538,0.12111525423728811,0.017830552423900796,0.4595877852349003,0.15216651785714294,0.14934375000000003,0.1516774999999999,0.16562394366197175,0.29752546201232033,0.6422209612817097
2023-09-19,0.29495043341213495,0.13389009009009,0.12731486486486487,0.1269647887323944,0.12695411764705886,0.12481136363636365,0.01603082259663033,0.38948877995642744,0.15390445859872603,0.14564713375796176,0.14717051282051286,0.16423238636363638,0.30090000000000033,0.7508165662650611
2023-09-20,0.2917427657873693,0.13337272727272725,0.12756078431372542,0.12881666666666672,0.12789999999999999,0.12586697247706424,0.015039901477832508,0.4058761682242992,0.1560980769230769,0.14685490196078432,0.14775124999999995,0.1645712264150941,0.3043829457364345,0.7556518796992494
2023-12-19,0.2405397435897434,0.17424102564102564,0.16234,0.1631105769230769,0.16650738255033562,0.17885192307692308,0.38438447293447314,0.2231525896414341,0.16635999999999995,0.15987200000000001,0.15940490196078436,0.17289642857142865,0.28801571428571415,0.7302061591695501
2023-12-20,0.23557080419580415,0.17197179487179493,0.16329523809523808,0.16254946236559145,0.1663573913043479,0.18103397435897423,0.393137037037037,0.22393113553113622,0.16685045045045044,0.15827391304347824,0.15854782608695653,0.16834062499999997,0.28076504559270515,0.7298454607508535
2024-03-19,0.24534085841694395,0.12927948717948712,0.12237922077922068,0.12226708860759497,0.1198826086956522,0.11223058823529414,0.009085726569217537,0.21451114285714235,0.1483085585585585,0.1453992592592593,0.1480019230769231,0.16756123595505604,0.33985773353751936,0.6838476521739123
2024-03-20,0.24321381397908579,0.1244939814814815,0.11883947368421054,0.11864333333333335,0.11626091954022988,0.11080612244897965,0.00922977481234362,0.209777857142857,0.14503081395348838,0.14135416666666661,0.14411818181818187,0.16269312500000002,0.3339043276661516,0.6863669811320754
2024-05-21,0.2028346153846153,0.10495384615384612,0.10088926174496653,0.1014,0.09537445255474454,0.08499615384615385,0.004881552706552708,0.21481938997821337,0.12497820512820515,0.12637628205128199,0.1318342857142857,0.15093352272727267,0.35849396355353047,0.6965412790697668
2024-05-22,0.19981477411477358,0.1104391025641026,0.0990787234042553,0.0985,0.09368394160583947,0.08133600000000007,0.0051953091684434965,0.2143542682926828,0.12370569620253175,0.12542617449664434,0.1304533333333334,0.15075266272189358,0.3663542468856175,0.7118162721893491
